slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
gold-intensive-aoud,Gold Intensive Aoud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---GOLD-INTENSIVE-AOUD-FOR-UNISEX.jpg,,Unisex,,,,Mancera,"limon, su-notları","qızılgül, zəfəran, ətirşah, qvayak-ağacı, tik-ağacı","ağ-müşk, ağac-notları, boz-ənbər",https://www.etirsah.com/az/product/1158,Stokda Yoxdur
hindu-kush,Hindu Kush,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---HINDU-KUSH-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Mancera,"labdanum, ədviyyatlar, çətənə-kənaf-kannabis, büxur-ladan","ağac-notları, paçuli-yarpağı","ağ-müşk, vanil, ənbər, qvayak-ağacı",https://www.etirsah.com/az/product/1159,Stokda Var
instant-crush,Instant Crush,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---INSTANT-CRUSH-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Mancera,"berqamot, naringi-mandarin, zəfəran, zəncəfil","mərakeş-qızılgülü, misir-jasmini, indoneziyadan-paçuli, ənbər-ağacı","ağ-müşk, palıd-mamırı, səndəl, vanil",https://www.etirsah.com/az/product/1160,Stokda Var
instant-crush,Instant Crush,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---INSTANT-CRUSH-FOR-UNISEX.jpg,,Unisex,,,,Mancera,"berqamot, naringi-mandarin, zəfəran, zəncəfil","mərakeş-qızılgülü, misir-jasmini, indoneziyadan-paçuli, ənbər-ağacı","ağ-müşk, palıd-mamırı, səndəl, vanil",https://www.etirsah.com/az/product/1161,Stokda Yoxdur
red-tobacco,Red Tobacco,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---RED-TOBACCO-FOR-UNISEX.jpg,,Unisex,,,,Mancera,"armud, darçın, hind-qozu, zəfəran, yaşıl-alma, aqar-ağacı-ud, büxur-ladan","jasmin, paçuli","ağ-müşk, səndəl, tütün, vanil, vetivera, ənbər, qvayak-ağacı",https://www.etirsah.com/az/product/1162,Stokda Yoxdur
red-tobacco,Red Tobacco,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---RED-TOBACCO-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Mancera,"armud, darçın, hind-qozu, zəfəran, yaşıl-alma, aqar-ağacı-ud, büxur-ladan","jasmin, paçuli","ağ-müşk, səndəl, tütün, vanil, vetivera, ənbər, qvayak-ağacı",https://www.etirsah.com/az/product/1163,Stokda Var
roses-chocolate,Roses & Chocolate,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---ROSES-%26-CHOCOLATE-FOR-UNISEX.jpg,,Unisex,14.00,22.00,32.00,Mancera,"berqamot, naringi-mandarin, şaftalı, qara-qarağat","bənövşə, qızılgül, tünd-şokolad","ağ-müşk, sidr, vanil",https://www.etirsah.com/az/product/1164,Stokda Var
roses-greedy,Roses Greedy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---ROSES-GREEDY-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Mancera,"çəhrayı-istiot, kokos, naringi-mandarin, şaftalı, qara-qarağat","jasmin, qızılgül, çiçək-notları","ağ-müşk, benzoin, şəkər, vanil, ənbər",https://www.etirsah.com/az/product/1165,Stokda Var
roses-vanille,Roses Vanille,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---ROSES-VANILLE-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Mancera,limon,qızılgül,"ağ-müşk, sidr, vanil",https://www.etirsah.com/az/product/1166,Stokda Var
sand-aoud,Sand Aoud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---SAND-AOUD-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Mancera,"ədviyyatlar, qara-qarağat","qızılgül, zəfəran, büxur-ladan","ağ-müşk, paçuli, vanil, aqar-ağacı-ud",https://www.etirsah.com/az/product/1167,Stokda Var
vanille-exclusive,Vanille Exclusive,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---VANILLE-EXCLUSIF-FOR-UNISEX.jpg,,Unisex,,,,Mancera,"osmantus, qaymaq, ağ-şaftalı, qəhvəyi-şəkər","bənövşə, tuberoza, misir-jasmini","ağ-müşk, ağac-notları, vanil, ənbər",https://www.etirsah.com/az/product/1168,Stokda Yoxdur
velvet-vanilla,Velvet Vanilla,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---VELVET-VANILLA-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Mancera,"armud, çəhrayı-istiot, mixək, naringi-mandarin, tütəkotu, qara-qarağat","jasmin, neroli, qızılgül, tuberoza","ağ-müşk, vanil",https://www.etirsah.com/az/product/1169,Stokda Var
wild-python,Wild Python,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---WILD-PYTHON-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Mancera,"berqamot, osmantus, şaftalı, tuberoza","jasmin, paçuli, portağal-çiçəyi","ağ-müşk, vanil",https://www.etirsah.com/az/product/1170,Stokda Var
b683,B683,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MARC---ANTOINE-BARROIS---B683-FOR-MEN.jpg,,Kişi,26.00,46.00,72.00,Marc - Antoıne Barroıs,"acı-bibər, hind-qozu, qara-istiot, zəfəran","bənövşə-yarpağı, labdanum, müşk, ənbər","ambroksan, paçuli, palıd-mamırı, səndəl",https://www.etirsah.com/az/product/1171,Stokda Var
encelade,Encelade,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MARC---ANTOINE-BARROIS---ENCELADE-FOR-UNISEX.jpg,,Unisex,38.00,70.00,112.00,Marc - Antoıne Barroıs,vetivera,"səndəl, rəvənd","sidr, tonka-lobyası",https://www.etirsah.com/az/product/1172,Stokda Var
ganymede,Ganymede,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MARC---ANTOINE-BARROIS---GANYMEDE-FOR-UNISEX.jpg,,Unisex,38.00,70.00,112.00,Marc - Antoıne Barroıs,"naringi-mandarin, zəfəran","bənövşə-yarpağı, osmantus, ödotu","müşk, paçuli, sidr, mineral-notlar, zamş, akigalawood",https://www.etirsah.com/az/product/1173,Stokda Var
ganymede,Ganymede,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MARC---ANTOINE-BARROIS---GANYMEDE-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Marc - Antoıne Barroıs,"naringi-mandarin, zəfəran","bənövşə-yarpağı, osmantus, ödotu","müşk, paçuli, sidr, mineral-notlar, zamş, akigalawood",https://www.etirsah.com/az/product/1174,Stokda Var
daisy-eau-so-fresh,Daisy Eau So Fresh,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MARC-JACOBS---DAISY-EAU-SO-FRESH-FOR-WOMEN.jpg,,Qadın,,,,Marc Jacobs,"armud, moruq, qreyfrut, yaşıl-notlar","bənövşə, jasmin, liçi, qızılgül, alma-çiçəyi","müşk, gavalı, virciniya-sidri",https://www.etirsah.com/az/product/1175,Stokda Yoxdur
daisy,Daisy,https://www.etirsah.com/storage/photos/shares/etirler_yeni/Daisy-Marc-Jacobs.jpg,,Qadın,20.00,34.00,52.00,Marc Jacobs,"bənövşə-yarpağı, qreyfrut, çiyələk","bənövşə, jasmin, qardeniya","müşk, vanil, ağ-ağac",https://www.etirsah.com/az/product/1176,Stokda Var
decadence,Decadence,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MARC-JACOBS---DECADENCE-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Marc Jacobs,"süsən, zəfəran, gavalı","bolqar-qızılgülü, süsən-kökü, ərəb-jasmini","papirus, vetivera, ənbər",https://www.etirsah.com/az/product/1177,Stokda Var
perfect,Perfect,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MARC-JACOBS---PERFECT-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Marc Jacobs,"nərgiz, rəvənd",badam-südü,"sidr, kaşmeran",https://www.etirsah.com/az/product/1178,Stokda Var
falcon-leather,Falcon Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MATIERE-PREMIERE---FALCON-LEATHER-FOR-UNISEX.jpg,,Unisex,50.00,94.00,152.00,Matiere Premiere,"labdanum, zəfəran",tozağacı-qatranı,"benzoin, aqar-ağacı-ud",https://www.etirsah.com/az/product/1179,Stokda Var
african-leather,African Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---AFRICAN-LEATHER-FOR-UNISEX.jpg,,Unisex,38.00,70.00,112.00,Memo,"berqamot, hil, zəfəran","zirə, ətirşah","dəri, müşk, paçuli, vetivera, aqar-ağacı-ud",https://www.etirsah.com/az/product/1180,Stokda Var
french-leather,French Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---FRENCH-LEATHER-FOR-UNISEX.jpg,,Unisex,,,,Memo,"çəhrayı-istiot, laym, müşk-sürvəsi-adaçayı, ardıc, qızılgül-suyu","ağ-sidr, qətranlar","müşk, vetivera, zamş",https://www.etirsah.com/az/product/1181,Stokda Yoxdur
french-leather,French Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---FRENCH-LEATHER-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Memo,"çəhrayı-istiot, laym, müşk-sürvəsi-adaçayı, ardıc, qızılgül-suyu","ağ-sidr, qətranlar","müşk, vetivera, zamş",https://www.etirsah.com/az/product/1182,Stokda Var
irish-leather,Irish Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---IRISH-LEATHER-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Memo,ardıc-giləmeyvəsi,"dəri, ənbər","tonka-lobyası, mate",https://www.etirsah.com/az/product/1183,Stokda Var
rebel-hero,Rebel Hero,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANGO---REBEL-HERO-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Mango,"laym, qreyfrut","ingilis-arağı, mohito","ot, səndəl, ədviyyatlar",https://www.etirsah.com/az/product/1184,Stokda Var
italian-leather,Italian Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---ITALIAN-LEATHER-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Memo,"dəri, vanil, pomidor","labdanum, müşk-sürvəsi-adaçayı, süsən-kökü, qalbanum, pomidor-yarpağı","benzoin, dəri, səndəl, vanil, opoponaks, mirra, tolu-balzamı",https://www.etirsah.com/az/product/1185,Stokda Var
jannat,Jannat,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---JANNAT-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Memo,"berqamot, neroli, petitgreyn-sitrus-yarpağı","limon, naringi-mandarin, frangipani","müşk, müşk-sürvəsi-adaçayı, tonka-lobyası, liatris",https://www.etirsah.com/az/product/1186,Stokda Var
kedu,Kedu,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---KEDU-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Memo,"naringi-mandarin, neroli, qreyfrut","freziya, pion, qızılgül, mate","ağ-müşk, mamır, küncüt",https://www.etirsah.com/az/product/1187,Stokda Var
luxor-oud,Luxor Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---LUXOR-OUD-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Memo,"naringi-mandarin, paçuli","adenium-səhra-qızılgülü, meyvə-notları","labdanum, aqar-ağacı-ud",https://www.etirsah.com/az/product/1188,Stokda Var
marfa,Marfa,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---MARFA-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Memo,"naringi-mandarin, portağal-çiçəyi","ilanq-ilanq, tuberoza, aqava","ağ-müşk, sidr, səndəl, vanil",https://www.etirsah.com/az/product/1189,Stokda Var
ocean-leather,Ocean Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---OCEAN-LEATHER-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Memo,"bənövşə, naringi-mandarin, reyhan","müşk-sürvəsi-adaçayı, sidr, elemi","dəri, hind-qozu, vetivera",https://www.etirsah.com/az/product/1190,Stokda Var
russian-leather,Russian Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---RUSSIAN-LEATHER-FOR-UNISEX.jpg,,Unisex,,,,Memo,"keşniş, reyhan, şam-ağacı, sidr","hind-qozu, lavanda, nanə, rozmarin","dəri, paçuli, sürvə, tonka-lobyası, quayak-ağacı, sərv",https://www.etirsah.com/az/product/1191,Stokda Yoxdur
russian-leather,Russian Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---RUSSIAN-LEATHER-FOR-UNISEX.jpg,,Unisex,,,,Memo,"keşniş, reyhan, şam-ağacı, sidr","hind-qozu, lavanda, nanə, rozmarin","dəri, paçuli, sürvə, tonka-lobyası, quayak-ağacı, sərv",https://www.etirsah.com/az/product/1192,Stokda Yoxdur
mercedes-benz,Mercedes-Benz,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MERCEDES-BENZ---MERCEDES-BENZ-FOR-MEN.jpg,,Kişi,14.00,22.00,32.00,Mercedes-Benz,"berqamot, limon, naringi-mandarin","bənövşə, hind-qozu, istiot, qalbanum","paçuli, vetivera, virciniya-sidri",https://www.etirsah.com/az/product/1193,Stokda Var
724,724,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---724-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,MFK,"aldehidlər, calabrian-berqamotu","misir-jasmini, ətirli-güllücə, sirinqa-çubuqluca","ağ-müşk, səndəl",https://www.etirsah.com/az/product/1194,Stokda Var
a-la-rose,A La Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---A-LA-ROSE-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,MFK,"portağal, calabrian-berqamotu","bolqar-qızılgülü, bənövşə, maqnoliya, qızılgül","müşk, sidr",https://www.etirsah.com/az/product/1195,Stokda Var
a-la-rose,A La Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---A-LA-ROSE-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,MFK,"portağal, calabrian-berqamotu","bolqar-qızılgülü, bənövşə, maqnoliya, qızılgül","müşk, sidr",https://www.etirsah.com/az/product/1196,Stokda Var
aqua-vitae,Aqua Vitae,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Aqua-Vitae1.jpg,,Unisex,20.00,34.00,52.00,MFK,"limon, naringi-mandarin","tonka-lobyası, qvayak-ağacı","jasmin, vanil, hedion",https://www.etirsah.com/az/product/1197,Stokda Var
baccarat-rouge-540,Baccarat Rouge 540,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---BACCARAT-ROUGE-540-FOR-UNISEX.jpg,,Unisex,,,,MFK,"jasmin, zəfəran","boz-ənbər, ənbər-ağacı","sidr, qətranlar",https://www.etirsah.com/az/product/1198,Stokda Yoxdur
baccarat-rouge-540,Baccarat Rouge 540,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---BACCARAT-ROUGE-540-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,MFK,"jasmin, zəfəran","boz-ənbər, ənbər-ağacı","sidr, qətranlar",https://www.etirsah.com/az/product/1199,Stokda Var
baccarat-rouge-540,Baccarat Rouge 540,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---BACCARAT-ROUGE-540-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,MFK,"jasmin, zəfəran","boz-ənbər, ənbər-ağacı","sidr, qətranlar",https://www.etirsah.com/az/product/1200,Stokda Var
baccarat-rouge-540,Baccarat Rouge 540,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---BACCARAT-ROUGE-540-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,MFK,"jasmin, zəfəran","boz-ənbər, ənbər-ağacı","sidr, qətranlar",https://www.etirsah.com/az/product/1201,Stokda Var
baccarat-rouge-540,Baccarat Rouge 540,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---BACCARAT-ROUGE-540-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,MFK,"jasmin, zəfəran","boz-ənbər, ənbər-ağacı","sidr, qətranlar",https://www.etirsah.com/az/product/1202,Stokda Var
gentle-fluidity-gold,Gentle Fluidity Gold,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---GENTLE-FLUIDITY-GOLD-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,MFK,"vanil, ənbər","ağac-notları, müşk","hind-qozu, keşniş, ardıc-giləmeyvəsi",https://www.etirsah.com/az/product/1203,Stokda Var
lhomme-la-rose,L'Homme À la Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---L%27HOMME-A-LA-ROSE.jpg,,Kişi,32.00,58.00,92.00,MFK,"damask-qızılgülü, may-qızılgülü","qreyfrut, ənbər-ağacı","labdanum, müşk-sürvəsi-adaçayı",https://www.etirsah.com/az/product/1204,Stokda Var
oud-satin-mood,Oud Satin Mood,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---OUD-SATIN-MOOD-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,MFK,"bolqar-qızılgülü, türk-qızılgülü","vanil, aqar-ağacı-ud","benzoin, bənövşə",https://www.etirsah.com/az/product/1205,Stokda Var
oud-silk-mood,Oud Silk Mood,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MFK/MFK---OUD-SILK-MOOD-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,MFK,"berqamot, bolqar-qızılgülü, çobanyastığı","hedion, qvayak-ağacı","papirus, aqar-ağacı-ud",https://www.etirsah.com/az/product/1206,Stokda Var
michael-kors,Michael Kors,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MICHAEL%20KORS/MICHAEL-KORS---MICHAEL-KORS-FOR-MEN.jpg,,Kişi,26.00,46.00,72.00,Michael Kors,"berqamot, keşniş, kəklikotu, qara-istiot, elemi, cirəgülü-anis","müşk-sürvəsi-adaçayı, büxur-ladan, zamş","ağac-notları, müşk, paçuli, səndəl",https://www.etirsah.com/az/product/1207,Stokda Var
michael-kors-white,Michael Kors White,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MICHAEL%20KORS/MICHAEL-KORS---MICHAEL-KORS-WHITE-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Michael Kors,"aldehidlər, bənövşə-yarpağı, freziya, ilanq-ilanq, yaşıl-notlar","pion, qardeniya, tuberoza, misir-jasmini","ağ-müşk, sidr, tonka-lobyası, vanil, ənbər",https://www.etirsah.com/az/product/1208,Stokda Var
rose-radiant-gold,Rose Radiant Gold,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MICHAEL%20KORS/MICHAEL-KORS---ROSE-RADIANT-GOLD-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Michael Kors,ədviyyatlar,çiçək-notları,müşk,https://www.etirsah.com/az/product/1209,Stokda Var
sexy-amber,Sexy Amber,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MICHAEL%20KORS/MICHAEL-KORS---SEXY-AMBER-FOR-WOMEN.jpg,,Qadın,,,,Michael Kors,ənbər,səndəl,ağ-çiçəklər,https://www.etirsah.com/az/product/1210,Stokda Yoxdur
sexy-rio-de-janeiro,Sexy Rio de Janeiro,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MICHAEL%20KORS/MICHAEL-KORS---SEXY-RIO-DE-JANEIRO-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Michael Kors,manqo,"jasmin, doqquzdon",vanil,https://www.etirsah.com/az/product/1211,Stokda Var
sexy-ruby,Sexy Ruby,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MICHAEL%20KORS/MICHAEL-KORS---SEXY-RUBY-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Michael Kors,"moruq, ərik","qızılgül, ərəb-jasmini",kaşmir-ağacı,https://www.etirsah.com/az/product/1212,Stokda Var
sexy-sunset,Sexy Sunset,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MICHAEL%20KORS/MICHAEL-KORS---SEXY-SUNSET-FOR-WOMEN.jpg,,Qadın,,,,Michael Kors,"armud, freziya, qara-qarağat, lotus","maqnoliya, pion, qardeniya, qızılgül, ərəb-jasmini","sidr, səndəl, vanil, ambretta-müşk-əməköməcisi",https://www.etirsah.com/az/product/1213,Stokda Yoxdur
sporty-citrus,Sporty Citrus,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MICHAEL%20KORS/MICHAEL-KORS---SPORTY-CITRUS-FOR-WOMEN.jpg,,Qadın,,,,Michael Kors,"naringi-mandarin, portağal",portağal-çiçəyi,müşk,https://www.etirsah.com/az/product/1214,Stokda Yoxdur
missoni-parfum-pour-homme,Missoni Parfum Pour Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MISSONI---MISSONI-PARFUM-POUR-HOMME.jpg,,Kişi,20.00,34.00,52.00,Missoni,"lavanda, limon, qreyfrut","alma, jasmin, zəncəfil","müşk, palıd, sidr, səndəl, tozağacı",https://www.etirsah.com/az/product/1215,Stokda Var
miu-miu,Miu Miu,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MIU-MIU---MIU-MIU-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Miu Miu,"berqamot, limon, inciçiçəyi","jasmin, qızılgül, şaftalı, yaşıl-notlar, qara-qarağat","ağ-müşk, akigalawood",https://www.etirsah.com/az/product/1216,Stokda Var
cuir,Cuir,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MONA-DI-ORIO---CUIR-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Mona di Orio,"hil, cirəgülü-anis","dəri, ardıc","opoponaks, kastoreum",https://www.etirsah.com/az/product/1217,Stokda Var
moncler-pour-homme,Moncler pour Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MONCLER---MONCLER-POUR-HOMME.jpg,,Kişi,20.00,34.00,52.00,Moncler,"müşk-sürvəsi-adaçayı, yaşıl-notlar",şam-ağacı,"sidr, səndəl, vetivera, ənbər",https://www.etirsah.com/az/product/1218,Stokda Var
amber-spices,Amber & Spices,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MONTALE/MONTALE---AMBER-%26-SPICES-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Montale,"hind-qozu, qızılgül","zirə, aqar-ağacı-ud","səndəl, ənbər, eben-ağacı",https://www.etirsah.com/az/product/1219,Stokda Var
aoud-damascus,Aoud Damascus,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MONTALE/MONTALE---AOUD-DAMASCUS-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Montale,olibanum,"qızılgül, aqar-ağacı-ud, aspir-yalançı-zəfəran",gurjun-balzamı,https://www.etirsah.com/az/product/1220,Stokda Var
